Accession_Number,Type,Status,Case_Type,Reviewed,Has_Attachments,Gross_Images_Stored,Fixed_Specimens_Stored,Submitter,Organisation,City,Date_Sent,Report_Date,Animal_Identification,Animal_Colour,Animal_Supplementary_Details,Animal_Number_Submitted,Animal_Number_Risk,Animal_Number_Affected,Animal_Number_Dead,Animal_Location,Animal_Location_Type,Animal_Location_Details,Animal_Breed,Animal_Species,Animal_Species_Common_Name,Animal_Sex_Classification,Animal_Sex_Details,Animal_Age_Classification,Animal_Age_Details,History_Details,History_Previous_Accession,Pathologists,Findings_Gross,Findings_Post_Mortem_Date,Histopathology_Results,Histopathology_Notes,Microbiology_Results,Microbiology_Notes,Parasitology_Results,Parasitology_Notes,Clinical_Pathology_Results,Clinical_Pathology_Notes,Diagnosis,Diagnosis_Provisional,Diagnosis_Morphological,Diagnosis_Comments
57116,Post Mortem,Final,,No,No,No,Yes,Anon,Anon Org2,Dunedin,15/03/2019,28/03/2019,None,,,1,,1,1,Coastline,Wild,Okia,Erect-crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Juvenile,,Picked up from Okia 7th March and taken to Noplace Animal Clinic- the bird died the following day.,,Pathologist 1,"The bird weighed 2.48 kg and was in poor body condition, with reduced pectoral muscle mass and minimal body fat reserves. A small number (~5%) of downy feathers were present over the back of the neck, top of the head and both flippers. There was a small ragged laceration to the mid-lateral aspect of the 4th toe (right foot) but with no underlying tendon/ligament damage.
Both the liver and spleen were uniformly pale and shrunken. The gall bladder was distended and the proventriculus contain a small amount of black mucoid material (digested blood) and several pebbles. 
",15/03/2019,"Lung: there is marked congestion
Liver: numerous Kupffer cells contain haemosiderin>
Spleen: there is a reduction in the amount of lymphoid tissue with increased proximity of sheathed arterioles.
Sections of heart show no obvious abnormalities.",,,,,,,,Moult-associated starvation/emaciation,,,This was a juvenile male penguin almost through the moult but has succumbed to emaciation. There was no evidence of a concurrent Avian Malaria infection on histology.
50837,Post Mortem,Final,,No,No,No,No,Anon,Anon Org2,Dunedin,09/05/2014,Invalid date,None,,,1,0,0,0,,,"Bull Creek, Otago",Fjordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Juvenile,,"Found dead on 06/03/14 in Bull Creek, Otago, near a rocky shoreline. Penguin was seen alive a couple of days earlier, and was ashore as moulting. When remains found there were obvious signs of predation.",,Pathologist 1,"The bird weighed 2.51 kg and was in poor body condition. Much of the bird was covered in sand and some fly larvae were present around oropharynx and feet. Numerous downy feathers were still present especially over the flippers.
There was a large (90 x 40mm) ovoid skin defect over the dorsal part of the proximal neck and base of skull. Much of the associated vertebral muscuGVTSre was absent and the bones of the skull over lying the cerebellum were fractured. The exposed skin edges and muscuGVTSre were slightly reddened.
The gastrointestinal tract showed advanced signs of autolysis, while the proventriculus/gizzard contained a mixture of dark brown-black viscous material (melena) and small amounts of feathers.  
No other abnormalities were found on gross post mortem.",07/05/2014,"Liver: numerous Kupffer cells contain haemosiderin; freeze-thaw artifact precludes further evaluation.
Spleen: small numbers of haemosiderin-laden macrophages are scattered throughout the parenchyma;  freeze-thaw artifact precludes further evaluation.
Bearing in mind the freeze-thaw artifact, sections of thyroid gland, skeletal muscle, heart, lung, trachea, oesophagus, kidney, adrenal gland and juvenile testis show no obvious abnormalities.",Samples collected,,Frozen liver,,n/a,,,Moult-associated starvation/emaciation with secondary predation and scavenging,,,In this case the Fjorland Crested Penguin was in very poor body condition; there were no gross or histological signs of underlying diease so it looks to be a case of emaciation/starvation.
36741,Post Mortem,Final,,No,No,No,No,Anon,Anon Org2,Te Anau,23/12/2004,Invalid date,,,,0,0,0,0,,,Milford,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Adult,,Found by local dive boat.  Noted to have cut to right foot and blood coming out of cloacae.  It was not a happy camper.  It died shortly after.  The bird was then transported to Te Anau and put in the freezer.  There would have been approximately 4-5 hours between dying and going into the freezer.,,Pathologist 1,"Body weight 1858 grams.  
The lateral toe on the right foot had an open fracture of the first phalangeal bone.  The left foot had several superficial cuts on the skin.  There was a large open wound in the left inguinum exposing abdominal wall muscuGVTSre.  The bird was in poor body condition (2.5/9).  Exposed dermis adjacent to the wound had yellow plaques overlying it.  A thick dark brown fluid covered the stomach mucosa, no digesta was present.  Extensive haemorrhage surrounded the right lung on the thoracic wall.  The right lung was dark red and oozed blood.  The cranial poles of the kidneys were large.",,"All tissues have significant freezing artefact.
There are no significant findings in any of the tissues examined.",,Chloanal (Swab) - Moderate growth of Staphylococcus sp.,,,,A faecal smear was negative.,,,"1.  Trauma.
2.  Starvation.",,
38008,Post Mortem,Final,,No,No,No,No,Anon,Anon Org2,Codfish Island,22/12/2005,Invalid date,,,,0,0,0,0,,,Codfish Island,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,,,,,"Found 29/11/05 on Codfish Island in an area not visited by the cresteds, but in an area where Yellow-eyed Penguins nest (New Forest track).
Has been kept chilled.",,Pathologist 1,Body weight 1.907 kg.  The penguin is in very poor body condition.  Maggots are present in the GIT from the oral cavity to the gizzard.  The spleen is enlarged (30 x 15 mm).  The kidneys are swollen and pale.,,"The airsac attached to the thyroid gland is thickened with large infiltrates of granulocytic inflammatory cells and oedema. There are also low numbers of macrophages bearing small numbers of Gram negative short bacilli in their cytoplasm.
The kidneys show fibrin thrombi in glomerular tufts that occasionally have low numbers of cocci present. The spleen is autolysed but there remains evidence of fibrinous necrosis and bacterial proliferation within macrophages.
The liver shows necrosis of scattered hepatocytes and mild peribiliary inflammation.  The bursa is severely depleted of lymphoid tissue.
No significant findings in the heart, lungs, skeletal muscle.",,,,,,,,"1. Airsacculitis, acute, bacterial.
2. Septicaemia, peracute, bacterial.",Emaciation.,,There is a severe airsac infection in the neck that has spread via the blood to all the major organs. Unfortunately the bacteria was not able to be identified.
39583A,Post Mortem,Final,,No,No,No,No,Anon,Anon Org2,Auckland,09/03/2007,Invalid date,,,,1,0,0,0,,,,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,,,,,"Presented from PKA (7289), ref. BX9494.  Confirmed leucocytozoon and plasmodium infection treated with doxycycline.  Condition improved and was released for rehab but died subsequently.  Further history to be submitted.",,Pathologist 1,PM results pending ,10/02/2007,"Extensive formalin pigment deposition in erythrocytes  and surrounding structures was present in all tissues.  The liver contained periportal and perivascular inflammation characterised by heterophils and macrophages and bile accumulation in bile ducts consistent with multifocal cholangiohepatitis.  There was severe, localised interstitial thickening and areas of pulmonary collapse within the lungs.  The kidneys featured localised areas of renal coccidiosis  in medullary cones with moderate to severe tubular degeneration.  Occasional large, round cells with peripheral, intensely basophilic nuclei and extensive granular basophilic cytoplasm were present in capillaries and blood vessels in all tissues.  Moderate extramedullary haematopoiesis was evident within the liver, spleen and kidneys.",,,,,,,,"Multifocal cholangiohepatitis
Renal coccidiosis
Localised interstitial pneumonia
Circulating leucocytozoon","Multifocal cholangiohepatitis
Renal coccidiosis
Localised interstitial pneumonia
Circulating leucocytozoon",,
39978,Post Mortem,Final,,No,No,No,No,Anon,Anon Org2,Te Anau,26/03/2007,Invalid date,,,,1,0,0,0,,,Te Anau,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Subadult,,"The penguin was found with a swollen L foot and missing toes. She was emaciated. She was sent to the wildlife ward at Maple for possible treatment. Radiographs showed a dislocation of the tibiotarsus from the femur. The tarsal joint was also severely swollen with lytic bone, severe joint inflammation and some remodelling. The abnormalities were chronic in nature, and the decision was made to euthanase the penguin. She was submitted for necropsy. Body to be necropsied according to museum protocol.",,Pathologist 1,"Her body condition score was a 1/9. Her weight was 2.25kg. She was in a late stage of moulting. No additional external trauma noted. There was a 3-5ml blood clot in the right thoracic inlet. The kidneys appear to be enlarged, especially the cranial poles.",26/03/2007,"No significant findings in the lung, pancreas, or thyroid 

The liver shows mild accumulations of extra-medullary haematopoiesis.

The kidneys show moderate acute interstitial nephritis.",Tissues submitted for histo,,"Spleen, liver and kidney saved for micro",,,,,"1. Trauma of left hind leg.
2. Nephritis, interstitial, moderate, acute.",Trauma of left hind leg,,
41173,Post Mortem,Final,,No,No,No,No,Anon,Anon Org2,Invercargill,18/12/2007,Invalid date,,,,0,0,0,0,,,Invercargill,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Adult,,The penguin was found dead at the 2/11/07 at 5pm. It was laying at Bluecliffs Beach between Waiau Mouth and Rowallan River. Around the penguin were several other birds washed up and it was surrounded by fish heads. The seas had been rough.,,Pathologist 1,"The weight was 1.780 kg, the body condition score was 1 out of nine. On the right side of the keel on the cranial part of the pectoral muscle there was a wound in the skin 6.4cm long and 3cm wide. On the right side, the humerus was broken, a proximal open fracture exposed through the skin. Both injuries have most likely happened post mortem, after there was no hemorrhage to be seen. Many small black ticks were found on the body. The eyes were sunken and the bird was dehydrated. The liver and intestines were stained green with bile. The kidneys appeared swollen. No other findings were made.",18/12/2007,"All tissues are affected by severe autolysis and freezing artefact. There are no significant findings evident in the lung, kidney, liver, skeletal muscle, heart.

The intestines are too autolysed to interpret.",,,,,,,,Starvation.,"Dehydration, Starvation",,The bird was in very poor body condition. The external wounds most likely occurred after death. This appears to be a case of starvation but the degree of decomposition of the body makes it difficult to be certain
41221,Post Mortem,Final,,No,No,No,No,Anon,Anon Org2,Invercargill,11/01/2008,Invalid date,,,,1,0,0,0,,,Invercargill,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Subadult,,"Details to be sent by email, unknown at time of post mortem",,Pathologist 1,"This penguin weighed 1.77kg and was in an emaciated condition.  There were multiple punctuate injuries to the left foot ranging from 4-12mm diameter, and patchy hyperaemia with a linear 4mm wound on the right foot.  The cloaca was mildly prolapsed and appeared to contain a large caseous plaque.  There was melena present throughout the colon.  The kidneys were slightly pale.",11/01/2008,"Throughout the lung there are large numbers of macrophages and leucocytes within alveolar capillaries that contain large intracytoplasmic inclusions resembling leucocytozoon gametocytes. The inclusions  are ovoid, 10-15microns in diameter and basophilic with variable refractile circular bodies (2-5microns diameter) within. 
In several areas of the liver there are aggregations of dilated capillaries separating the hepatic cords and these are filled with proteiABCeous fluid and erythrocytes. Occasional cross sections of protozoal schizonts are present in sinusoids without an inflammatory response. Some bile ductules and sinusoids contain a mixture of bile and blood pigments and a few perivascular infiltrates of lymphocytes are also present. Within the intestinal serosa and the kidney there are several cross sections of protozoal schizonts measuring 20-50 microns in diameter located mainly within blood vessels walls. A single trematode cross section is also present within a renal collecting duct. The gizzard contains a small amount of semi-digested blood.","Multiple sections on intestine were submitted, with heart, liver, lung, spleen, brain and cloaca in 10% formalin",,,,,,,"1. Leucocytozoonosis
2. Trauma - feet, mild
3. Starvation","Trauma - mild
Melena caused by starvation or enteritis",,
41523,Post Mortem,Final,,No,No,No,No,Anon,Anon Org2,Invercargill,04/04/2008,Invalid date,,,,0,0,0,0,,,Cod Fish Island,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,,,Adult,,Found on Sealer's Bay beach @ 0130 0n 28/02/08. Found in shallow waves.,,Pathologist 1,"Wt = 1.818 kg. Body condition score was 2/9. The eyes were sunken. There were two wounds on dorsal margin of the left flipper. One was in the skin plantar to the carpal joint, 1.5 cm long and covered with yellowish exudate. Another was just ventral to the elbow, 2.4cm in length , triangular in shape with a 2cm piece of skin, muscle and bone missing. It was covered with yellow exudate. The kidney was dark red in colour with whitish marbled streaks. The left lung was congested. The was no ingesta present in the GI tract. The stomach contained around 5 mls of clotted semi-digested blood",,The lung contains occasional large mononuclear cells within the air capillaries and lung capillaries which have an enlarged cytoplasm containing basophilic bodies resembling leucocytozoon gametocytes. The small intestinal lumen contains excessive dark pigment and blood products. Other intestinal sections contain very large numbers of cestodes of which there are two morphological types. The kidney shows recent (terminal) tubular epithelial necrosis and contains occasional leucocytozoon gametocytes in capillaries. The liver shows moderate haemosiderin accumulation within Kupffer cells. The heart and skeletal muscle shows no significant changes.,,,,,,,,"1. Starvation/dehydration
2. Trauma to left flipper
3. Leucocytozoonosis - mild
3.Hepatic haemosiderosis - moderate","1. Dehydration and starvation
2. Trauma to left flipper",,The was no evidence that the leucocytozoon infection contributed to the cause of death.
42746,Post Mortem,Final,,No,No,No,No,Anon,Anon Org2,Invercargill,21/01/2009,Invalid date,,,,1,0,1,1,,,Invercargill,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Unknown,,Juvenile,,Fiordland Crested penguin was taken to Verified Veterinary Services for examination of a deformed left leg. The leg was rotated 180 degrees at the level of the tibiotarsal joint. Radiographs showed a severe luxation of the tibiotarsal joint. The bird was referred up to the ABCHC at Maple College . Examination under general anaesthetic revealed that the luxation was very severe and was not able to be reduced. Euthanasia was elected as this bird would never have full function of its leg again.,,Pathologist 1,"Weight - 3.725kg
Body Condition Score - 7/9 (very good)
Morphometric measurements: head = 12.3cm, foot = 11.5cm
The blubber depth = 1.2cm (abdominal region)
The left foot was rotated 180 degrees at the level of the tibiotarsal joint. The foot was deviated laterally. There were some deep, granulated wounds around the joint; these appeared to be in an almost circular pattern around the joint. The foot appeared swollen with some evidence of bruising on the dorsal aspect. There was some fibrous scarring around the joint.
There were a small amount of patchy, congested areas in the right lung.
There was one strongylid worm in the proventriculus and a small amount of green digesta. 
No other abnormalities were detected.",21/01/2009,"There is minor recent haemorrhage within the brain.

In the liver there is extramedullary haematopoiesis occurring in peribiliary regions and there is also some mild peribiliary acute inflammation. In the hepatic capillaries there are present many cells that have a marginated nucleus and the cytoplasm is filled with a lightly basophilic granular material (haemoparasitesâ€¦ leucocytozoon/ Plasmodium?). Similar cells are present in capillaries in the kidney, spleen, and lung. The myocardium of the heart shows low numbers of elongated cells with a similar marginated nucleus and granular cytoplasm.

In the kidney there are small foci of acute interstitial inflammation comprised predominantly of heterophils. They are predominantly perivascular and there is acute vasculitis present in the endothelium of larger vessels. In one ureter there is moderate submucosal inflammation consisting of mixed lymphocytes, monocytes and heterophils. 

The spleen shows multifocal areas of necrosis and acute inflammation and lympholysis.",Multiple organs have been saved,,,,,,,"1. Luxation and 180 degree rotation of the left tibiotarsal joint with lateral deviation of the foot
2. Systemic haemoparasitism, Plasmodium/Leucocytozoon?
3. Acute interstitial nephritis and renal vasculitis
4. Acute submucosal ureteritis
5. Contracecum (1 worm in proventriculus)","1. Luxation and 180 degree rotation of the left tibiotarsal joint with lateral deviation of the foot
2. Contracecum (1 worm in proventriculus)
3. Mild Congestion in right lung",,The dislocation was very severe and seemed to be quite an old injury. In light of the observed wounds around the joint it is possible this bird was caught on wire or rope of some kind which may have caused the luxation? The histology reveals widespread infection with a blood parasite that resembles Plasmodium. We will carry out further testing as part of  research
42772,Post Mortem,Final,,No,No,No,No,Anon,Anon Org2,Christchurch 8443,29/01/2009,Invalid date,"Unbanded, no microchip",,,1,0,0,0,,,Canterbury,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Adult,,"Bird found on Brighton Beach late November with mangled leg, barABCles hanging off foot. X-rays revealed fractures of the leg bone and vet advice was to euthanase. It was being cared for by Jane Doe, when I went around to tell her it was to be euthanased she asked if I could look at it first. It had improved dramatically over the week and was now using the leg. Decided to give it 2 more weeks and if it continued to improve would re-assess decision. Bird did improve and although walking with a limp was very mobile. Was treated with Sporanox daily, Clavulox and Baytril. Bird was due to be released but went into a moult so decided to keep it through the moult. Weather has been 30+ degrees for days on end. Saturday night started open mouth breathing and suspected aspergillosis. Started treating with nebuliser but it died early Saturday morning.",,Pathologist 1,"5.17kg. The left hock is chronically subluxated with medial displacement of the tarsometatarsal bone. The joint is restricted and fibrosed, and the weight bearing pressure point for the leg is on the subluxated tibiotarsal epiphysis. The bird is otherwise in excellent body condition with ~10mm subcutaneous fat and in heavy feather moult. The liver, spleen, kidney and lung are congested and swollen. Two melanistic testes were present.",28/01/2009,"No significant findings in the heart, brain, gizzard, skeletal muscle, thymus.
In the lung there is diffuse mild interstitial pneumonia.
In the liver, there are multifocal small areas of acute inflammation. In the spleen there is multifocal areas of necrosis and acute inflammation. There is mild acute interstitial nephritis.
The thyroid shows sarcocysts in its smooth muscle wall of two arteries.",,"42772 Spleen Light growth of Staphylococcus intermedius
42772 Spleen Light growth of Non haemolytic Streptococci
42772 Spleen Scant growth of Bacillus species
42772 Spleen Scant growth of Enterococcus species
42772 Spleen Scant growth of Klebsiella species
42772 Spleen Light growth of Escherichia coli",,,,,,"1. Bacterial septicaemia
2. Chronic dislocation and fibrosis of hock
3. Sarcocystis, incidental","1. Bacterial septicaemia
2. Chronic dislocation and fibrosis of hock",,"This bird has died due to a systemic bacterial infection. What concerns me however, is the fact that this bird spent 2 months in rehabilitation standing on a chronically dislocated joint. This would have been extremely painful and in my opinion would not have been compatible with a successful release."
43060,Post Mortem,Final,,No,No,No,No,Anon,Anon Org2,Invercargill,03/04/2009,Invalid date,,,,2,0,0,2,,,Invercargill,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Unknown,,Adult,,Found dead washed up on a beach. The body was frozen before being sent to Maple.,,Pathologist 1,"Weight = 2.816kg
Body Condition Score = 6/9 (good)

The body was very dirty and covered in maggots. There were very large open wounds; 4cm x 3cm over the left tibiotarsus, 5cm x 5cm over the lower abdominal region extending through to the back and tail and 15cm x 4cm extending over the back of the neck from the base of the skull to the level of the shoulders. The body was moderately to severely autolysed but the organs were all still intact.There were good subcutaneous fat reserves ranging from 1.8cm over the abdominal region to 1cm over the keel. Both lungs were dark and congested. The right lung sunk in formalin, the left lung floated initially but then sunk to the bottom of the jar. This bird possibly died lying on it's right side which would have caused fluid to pool into the right lung. There was a small amount of green, mucoid, plant-like material in the proventriculus. No other abnormalities were noted.",02/04/2009,"The lung, muscle, kidney, skin, proventriculus, spleen, and intestine show freezing artefact only",,,,,,,,Predation,Predation,,The body is quite autolysed but some bruising was evident around the severe open injuries which implies that they were made before the bird died. Samples have been taken to examine microscopically.
